店铺名称,页面id,类别,品牌名称,品牌id,品牌logo,评分,平均价格,最低价格,所属地区,地区Id,纬度,经度,详细地址,楼层,地铁站id,停车信息,优惠套餐情况,营业时间,联系电话,累计售出份数,餐厅简介,特色菜,是否小吃,有无外卖,上周订单数,历史订单数,wifi,支持预定
悦华酒店自助餐厅,4259692,综合自助,,0,,5,175,118,左海/西湖公园,95,26.098054,119.291678,鼓楼区华林路11号（福建省政府，西湖宾馆旁）,,"4280,",,其他118元，单人午餐168元，单人晚餐218元，单人晚餐228元，双人午餐316元，双人晚餐396元，双人晚餐416元;,周一至周日 09:00-21:00,0591-86323333,35651,武夷山悦华酒店位于福建省武夷山市国家旅游度假区内，正对著名景点大王峰，毗邻武夷山18洞山地高尔夫球场，是户外旅游度假、商务会议活动的理想之地。酒店距离武夷山机场和火车站较近，交通便利。 武夷山悦华酒店是豪华度假会议型酒店，以景观分类，酒店拥有豪华景观房、高级园景房、高尔夫景观房、温馨家庭景观套房和悦华总统套房。以床型分类，酒店拥有大床房、双人房、套房；拥有悦园咖啡厅、华苑中餐厅及6个贵宾包厢、西饼店、庭园吧、酒吧、池畔烧烤等餐饮设施；拥有华庭多功能厅和九曲、崇阳、卧龙各式小会议厅；健身房、室内花园式恒温游泳池、按摩、时尚桑拿、SPA、美发沙龙、茶艺室、棋牌室、卵石护足道等各式康乐设施齐全；商务中心、旅游和票务、医务室、商场各类综合服务设施一应俱全。,,False,0,72,35651,True,False
牛太郎烧烤城(连江店),4120615,烧烤,牛太郎,787603,http://p1.meituan.net/poi/23d7ebf3650e234f3b76ddc13bbab65f40828.png,3.4,70,59.8,连江县中心城区,2956,26.211761,119.542522,连江县凤城镇龙芝商业广场二楼,2,,,单人午餐59.8元，单人晚餐69.8元;,周一至周日 10:00-21:00,0591-26177373,35640,"牛太郎烧烤城是一家具有浓郁特色的时尚烧烤餐饮企业、企业成立于1998年 ， 是在餐饮业迅猛发展的时代背景下，在餐饮投资人更加注重多元化和理性化的前提下，顺应市场发展趋势，顺应投资人需求而成立的专业性服务机构。 自己独特的品牌特色： 1.引进专业技术的正宗时尚烧烤。 2.采用先进的红外线无烟烤炉,里外同时熟,香气四溢,风味独特。 3.优质的肥牛、海鲜及各式沙拉等,近百个品种等您来品尝。 4.独特的秘制烤汁，采用蜂蜜、鲜果汁等精心调制而成，可清凉降火， 蘸之而食，回味无穷。 5.无限量自选自助烧烤",,False,0,152,35640,True,False
香帝西饼(董朱新村店),842662,蛋糕,香帝西饼,1163652,,4.4,14,8.8,金峰镇,2954,25.974694,119.625204,长乐市胪峰大道南华花园对面金峰好莱坞商场1层1F-102,1,,,,周一至周日 07:00-22:30,0591-28561979,35606,福建香帝食品有限公司创立于1994年，位于福建省侨乡长乐市、历经18年的发展，已发展为长乐区域烘焙行业品牌与龙头企业。香帝公司现拥有月饼、蛋糕、面包、西点、干点五大类完整的食品生产体系，生产品种多达三百多款。香帝公司目前在长乐市拥有1家中央生产基地，12家连锁门店，产品供应肯德基、上岛咖啡、邮政速递、星级酒店、银行系统等高端品牌客户。香帝公司一向注重产品质量，精选优质新鲜原料，烘焙中不添加食品防腐剂，并严格按照质量管理体系要求，从上游供应商到生产、储运至销售服务进行细致、周密品质管理，确保产品优质安全，实现每天向门店提供的都是新鲜美食。香帝公司在技术研发、产品质量、品牌建设、市场占有率方面均保持区域行业市场的领先地位，香帝公司两度荣获“全国优秀饼店”称号及2007-2008、2009-2010年度“福州市守合同重信用”企业称号，香帝已成为“福州市知名商标”。,,False,1,91,35606,False,False
石山水美式餐厅(东街店),1461092,牛排,石山水,844490,http://p1.meituan.net/poi/d3563263f9d6110ecbdeca724351815079490.png,4.1,88,98,乌山/冠亚广场,95,26.0865,119.300819,鼓楼区东街14号闽辉大厦1楼（近海峡影城）,,"4286,4282,",,单人餐98元，双人餐188元起;,周一至周日 09:30-14:00 17:00-21:00,0591-87550668,35441,石山水美式餐厅，隶属于双福集团旗下，历经10余年逐渐发展成为一家以经营各类美式西餐为主的美式休闲餐饮专家。纯正美式牛排、鲜香美味比萨、美国肥牛火锅、特色自助沙拉，在怀旧风情为主题的餐厅中，让西式美味，装扮了此刻的优雅,,False,0,5,35441,True,False
海中舟(奥体店),110552261,海鲜,,0,,3.6,131,88,海峡奥体中心,98,26.017558,119.277649,仓山区奥体阳光天地商场一层1007商铺（希尔顿酒店旁）,1,,,3人餐139元，4人餐649元，10人餐1518元起;88代100元;,周一至周日 11:00-14:00 17:00-22:00,0591-86275777,35291,,,False,0,264,35291,False,False
贵族世家牛排(福清店),1878094,牛排,贵族世家牛排,1021636,http://p1.meituan.net/poi/ee917ae86f91a27fc1cb188a69997c0e55581.png,3.7,70,69,街心公园,1186,25.71983,119.3828,福清市后埔街街心公园对面（德克士街心公园餐厅同层对面）,,,,单人餐69元起;,周一至周日 10:00-22:30,0591-85522666,35081,贵族世家牛排连锁企业成立于1999年，是台湾知名的牛排连锁餐厅。目前有近200家门市，2003年进入大陆，推出点餐者免费无限量享用沙拉吧，带动全新的牛排文化。每天提供各式上选肉品及新鲜海鲜，严格的品质控管配以精心调理的信念 ，始终坚持“把最好的给顾客”，这是贵族世家能脱颖而出居于知名品牌的原因,,False,1,36,35081,True,False
刘福记北京烤鸭店(中亭街店),5201077,烤鸭,,0,,4.5,51,44.5,中亭街,97,26.055848,119.307951,台江区八一七中路885号（达道美食城、建设银行对面，麦当劳楼下）,,"4279,",,双人餐44.5元，2-3人餐73.9元;73.9代158元，79代100元;,周一至周日 09:30-20:30,0591-83280226/13685018680,35021,,,False,1,74,35021,True,False
玛格利塔(首山店),1570565,披萨,玛格丽塔,1351163,http://p0.meituan.net/poi/0e925ec4a5330a532b2417bfb265b92036387.png,4.6,20,9.9,学生街,98,26.036633,119.31414,仓山区上三路学生街城市广场左侧（首山路口正对面）,,,,单人餐9.9元起，双人餐56.8元，3-4人餐99元;17.5代20元，25代50元;,周一至周日 10:00-22:00,0591-87751577,34672,玛格利塔披萨自成立以来，以“浓情意味，现烤披萨”的理念让玛格利塔在市场的机遇不断提高。人们的生活水平在不断提高，比萨这种西式餐品正在被越来越多的国人所接受随之而来的比萨文化正充满生活的每个时刻。比萨不再仅仅是一种食品，它逐渐与时尚、品位紧紧联系在一起，体现出高尚品质的现代生活，或是交友谈心，或是商务会谈，或是休闲怡情尽在一块香浓美味的比萨中。,,False,1,17,34672,True,False
欧巴韩国餐厅OppaKorean,5891928,韩国菜,,0,,3.9,46,19.9,学生街,98,26.037179,119.313026,仓山区上三路85号（学生街城市广场，麦当劳旁2楼）,,,,单人餐19.9元，双人餐86元起，3-4人餐158元;85代100元;,周一至周日 11:00-14:00 16:30-22:00,0591-83560797,34566,欧巴~~~思密达，欧巴韩国餐厅，带您品尝不一样的韩国风味菜。,,False,1,40,34566,True,False
尊宝比萨(苏宁广场店),5320847,披萨,尊宝比萨,23791,http://p0.meituan.net/poi/8af8b0c187740afe5d18138d1d96d44069386.png,4.8,40,10,苏宁广场,97,26.061697,119.286878,台江区工业路233号苏宁广场B1层,-1,"5311,5302,",,单人餐10元起，11.5元黄金蝴蝶虾，28元芝士焗榴莲，29元精彩单人餐，1-2人餐36元，40元水果什锦比萨，49元超值单人餐，59元精彩双人餐，59元榴莲比萨，74元超值双人餐，88元超多榴莲双人餐，99元欢乐家庭餐，119元超值家庭餐;,周一至周日 10:00-22:00,15959238009,34226,千尊比萨源于意大利那不勒斯，以其道地的手工现做现烤意大利比萨、意大利面及各种美味点心而深受美食者的喜爱。自1998年进入中国，在这块古老而 又充满魅力的土地上创建深圳尊宝比萨连锁机构，2001年在人间天堂杭州建立了杭州千尊饮食连锁有限公司，经过十年的发展，尊宝和千尊品牌充分展示 了旺盛的生命力和活力，分别在广东、江苏、浙江、福建、北京、海南、辽宁、山东、湖南、河南成功经营了100余家店。,,False,1,24,34226,True,False
林某人(茶亭店),159631833,蛋糕,,0,,5,15,9.9,工业路/茶亭,97,26.070711,119.304116,台江区八一七中路183号德商楼1层13号店面,,"4277,5301,5307,4282,",,9.9元海苔风味肉松小贝，10.8元蟹黄风味肉松小贝，39.4元奶油蛋糕卷;,周一至周日 10:00-22:00,18105035801,34252,,,False,1,279,34252,False,False
蒙自源(仓山万达店),1877554,过桥米线,蒙自源,985043,http://p1.meituan.net/poi/0ec4ac1c122ccd8505432f3f9b4d91ed22863.png,3.4,29,12,仓山万达广场,98,26.036225,119.274717,仓山区浦上大道276号仓山万达广场3楼50铺（近金洲南路）,3,,停车位收费标准：有车位,单人餐12元起，单人餐12元起，16元原汤一品土鸡米线，17元下午茶，25元新品套餐;17.8代20元，18代20元，42.8代50元，43.5代50元;,周一至周日 10:00-21:30,0591-88257016,33833,蒙自源源于过桥米线的故乡云南蒙自。2001年11月28日始创于广东东莞的“蒙自源”，十年来，为具有两百多年传统文化的过桥米线注入了国际与时尚的元素。蒙自源现已在全国拥有200多家分店。2007年12月，蒙自源牵手著名舞蹈艺术家、原生态文化传播者杨丽萍，励志为创造传奇民族品牌而携手共进。,,False,1,66,33833,True,False
牛大将军(宝龙城市广场店),83578,烧烤,牛大将军日式烧烤,27949,,3.6,57,51.8,宝龙城市广场,97,26.061628,119.291531,台江区工业路193号宝龙城市广场4层,4,"5302,5311,",,单人午餐51.8元，单人午餐55.8元，单人晚餐61.8元，单人晚餐65.8元;55.8代63元，65.8代73元;,周一至周日 10:00-21:00,0591-83800722,33129,牛大将军是一家受大众欢迎的烧烤店。店内多种肉类、菜类、主食类的菜品，都经过店家精心选材，进行烧烤味道独特，烤肉的丝丝美味，加上店内的热情服务，让你在一个放松和舒适的环境中乐享美味，因此深受广大顾客的喜爱。,,False,0,56,33129,True,False
华莱士(新店店),832428,汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,4.1,18,3.8,福飞路/新店,96,26.124629,119.29829,晋安区福飞北路80号金银城广场区1号楼06号（近金城花园）,,,,3.8元特价黑椒鸡块，7.8元小吃组，9.9元单人餐A，10元小食套餐，13.9元单人餐B，19.9元双人餐A，28.9元双人餐B;,周一至周日 09:00-00:00,0591-87952223/13348250558,33067,烤翅、蜜汁烤鸡、板烧汉堡蛮好吃的，价格也“比KFC和麦当劳便宜”。而且“分店很多”，“一般都能找到在公司附近的”。叫份外卖当工作餐，“换换口味不错”。,,False,1,42,33067,True,False
小肥羊(福州中福店),834012,牛羊肉火锅,小肥羊,1826094,http://p0.meituan.net/poi/6c2857de867da3c02af425ec28de8d6454072.png,4,80,1,省立/旗汛口,95,26.08687,119.30485,鼓楼区东街92号中福广场一、二层,2,"4286,",,单人餐39元;1代30元，92代100元;,周一至周日 10:00-02:00,0591-87609158/15859192653,33007,,,False,0,62,33007,True,False
华莱士(师大二店),5103662,汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,4.4,18,3.8,学生街,98,26.0373,119.31136,仓山区上三路48号,,,,3.8元特价黑椒鸡块，7.8元小吃组，9.9元单人餐A，10元小食套餐，13.9元单人餐B，19.9元双人餐A，28.9元双人餐B;,周一至周日 10:00-23:00,0591-83491589,32903,,,False,1,58,32903,True,False
仙芋奇圆(宝龙城市广场店),3261781,西式甜品,仙芋奇圆,188202,,3.5,19,15.5,宝龙城市广场,97,26.061577,119.291806,台江区工业路193号宝龙城市广场B1层,-1,"5302,5311,",,15.5元仙芋奇圆八选一;35代50元;,周一至周日 09:30-22:00,0591-88610885,32576,（新店推荐）＂仙芋奇圆＂是来自台湾九份最原汁原味的手工甜品，芋圆软糯却富有Q弹的感觉，清香滑爽的烧仙草，口感细腻的人气布丁，香脆可口的格子Q，避暑解渴的绵绵冰，酸甜浓郁的芒果千层饼，带上心爱的他／她享受甜蜜的感觉吧！吃货们，你心动了吗？台湾芋圆的美味情缘,,False,0,8,32576,False,False
渔傅·蓝海岸霞浦海鲜(正祥店),40210947,海鲜火锅,,0,,4.4,118,88,东街口,95,26.07859,119.31073,鼓楼区五一北路正祥中心4座2层（中国珠宝右侧观光电梯上）,2,"5310,5301,4282,",,每满100减12（买单立享）;2-3人餐258元，4人餐398元，6人餐598元，6-8人餐598元，8人餐898元，10人餐1288元，12人餐1688元;88代100元;,周一至周日 10:00-22:00,0591-83373222/83373111,32393,,,False,0,69,32393,True,False
盛世经典牛排(金山大景城店),836161,牛排,盛世经典牛排,23792,http://p0.meituan.net/poi/30ce40198634616c1a8f7d6d9909f58025230.png,3.4,53,0,金山公园/建新路,98,26.049367,119.246249,仓山区金山大道新华都百货大景城店1楼13号（融信第一城对面）,,"5312,5314,",有停车位,,周一至周日 10:00-22:00,0591-83059537,31900,2004年，她在福州东街绽开一段奇妙餐饮之旅，她秉承绿色健康食材理念，让都市增添一份健康活力。她默默无闻的脚步，将“健康每一天”带向中华大地每一个角落。她拥有超过100家的直营店，形成了集团化、连锁化的经营模式，她渴望健康美食成为人们生活中的息息相关。她的名字是盛世经典，一家把健康快乐的饮食文化传播给大众的企业，当您追随盛世步伐的时候，他们用经典美食触动您的味蕾。,,False,0,0,31900,True,False
华莱士(马尾福星店),6991871,汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,4.2,18,3.8,君竹路,2953,25.991464,119.456636,马尾区君竹路福星新村5号楼101单元（永辉超市对面）,,,,3.8元特价黑椒鸡块，7.8元小吃组，9.9元单人餐A，10元小食套餐，13.9元单人餐B，19.9元双人餐A，28.9元双人餐B;,周一至周日 09:00-02:00,0591-83956500,31793,烤翅、蜜汁烤鸡、板烧汉堡蛮好吃的，价格也“比KFC和麦当劳便宜”。而且“分店很多”，“一般都能找到在公司附近的”。叫份外卖当工作餐，“换换口味不错”。,,False,1,82,31793,True,False
海底诱惑重庆老火锅(五四路王府井店),51895266,重庆火锅,,0,,5,96,80,东街口,95,26.09171,119.30599,鼓楼区王府井百货六楼,6,"4286,",,2-3人餐98元，2-3人餐98元，4-5人餐178元，6-7人餐278元，8-9人餐348元;80代100元，90代100元;,周一至周日 09:30-22:00,0591-87318917/17720795217,31716,,,False,0,196,31716,True,False
红运火锅(省体店),50102080,四川火锅,,0,,3.6,126,88,省体/湖前,95,26.109233,119.302536,鼓楼区北环中路30号（金汤新天地停车场内）,,"4284,",,2-3人餐294元，4人餐378元，6-8人餐765元;88代100元;,周一至周日 全天,0591-87865000,31378,,,False,0,376,31378,True,False
鑫港澳门豆捞,41081329,豆捞,,0,,4.1,142,132,盖山,98,26.023449,119.358129,仓山区南江滨东大道闽江世纪金源购物中心3楼,3,,,单人午餐132元，单人晚餐152元;,周一至周日 11:00-21:00,0591-63185177/63185277,31127,,,False,0,26,31127,True,False
华莱士(达明店),832418,汉堡,华莱士,26189,http://p0.meituan.net/poi/40b78b9357bc226b82ad406d2d4ae43429705.png,4.2,19,3.8,左海/西湖公园,95,26.086369,119.295951,鼓楼区达明路14号店面（近边城石锅鱼）,,"4286,",,3.8元特价黑椒鸡块，7.8元小吃组，9.9元单人餐A，10元小食套餐，13.9元单人餐B，19.9元双人餐A，28.9元双人餐B;,周一至周日 09:30-24:00,0591-83709239,30920,烤翅、蜜汁烤鸡、板烧汉堡蛮好吃的，价格也“比KFC和麦当劳便宜”。而且“分店很多”，“一般都能找到在公司附近的”。叫份外卖当工作餐，“换换口味不错”。,,False,1,64,30920,True,False
